ID,Name,PSM,NearestRoad,LandAppraisal,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,GroupDistrict,TotalUnits,BuiltYear,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
136,Lumpini Ville Lasalle Barring,56184.80,Udom Suk Road (Sukhumvit 103),185000,0.7,2.9,14,1.4,1.3,Bang Na Tai,Bang Na,South Bangkok,1028,2012,12,0,1,1,0,0,1,0,0
137,The Excel Bearing,64815.00,Sukhumvit Road,490000,0.7,1.5,15.6,3,3,Bang Na Tai,Bang Na,South Bangkok,60,2014,10,1,1,0,0,1,1,0,0
138,Pause Sukhumvit 107,62426.00,Udom Suk Road (Sukhumvit 103),185000,0.5,1.9,16.1,1.48,1.36,Bang Na Tai,Bang Na,South Bangkok,157,2017,7,0,1,1,0,1,1,0,0
139,IDEO Mobi Sukhumvit Eastpoint,133604.75,Udom Suk Road (Sukhumvit 103),185000,0.2,0.9,16,1.48,1.36,Bang Na Tai,Bang Na,South Bangkok,1162,2020,4,0,1,1,0,0,0,1,0
140,Udomsuk Tower,32500.00,Udom Suk Road (Sukhumvit 103),185000,0.4,1.5,14.8,2.6,2.8,Bang Na Nuea,Bang Na,South Bangkok,469,2004,20,0,1,0,0,0,1,0,0
141,City Home Sukhumvit,53549.25,Udom Suk Road (Sukhumvit 103),185000,0.2,1.3,15.1,2.8,1.66,Bang Na Nuea,Bang Na,South Bangkok,966,2008,16,0,1,1,0,0,1,1,0
142,The Excel Hideaway,55068.50,Udom Suk Road (Sukhumvit 103),185000,1,3.7,17.3,1.5,1,Bang Na Tai,Bang Na,South Bangkok,159,2015,9,1,1,1,0,1,1,0,0
143,City Home Srinakarin,38021.75,Srinakarin Road,142500,0.7,4.2,11.7,1.9,1.7,Bang Na Tai,Bang Na,South Bangkok,1100,2010,14,0,1,1,0,1,1,1,0
144,Bleisure Charan 96/1,70275.00,Charansanitwong Road,200000,0.9,1.5,15.7,1.7,0.7,Bang Ao,Bang Phlat,North Krungthon,193,2019,5,0,1,1,0,1,1,0,0
145,My Condo Pinklao,55385.00,Charan Sanitwong Road,200000,0.3,1.3,19.35,0.6,1.5,Bang Bamru,Bang Phlat,North Krungthon,420,2009,15,0,1,0,0,1,1,0,0
146,Chateau In Town Charansanitwong 96/2,74425.00,Kamphaeng Phet 6 Road,35000,0.9,1.3,15.6,1.8,0.9,Bang Ao,Bang Phlat,North Krungthon,406,2017,7,0,1,1,0,1,1,0,0
147,Thana Arcadia,72857.50,Charan Sanitwong Road,200000,0.2,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,247,2013,11,1,1,1,0,0,1,1,0
148,Feel Condo Pinklao - Charan 59,57987.00,Charan Sanitwong Road,200000,0.6,1.7,19.5,1.2,1.5,Bang Bamru,Bang Phlat,North Krungthon,79,2017,7,0,1,1,0,1,1,0,0
149,Lumpini Place Pinklao,56333.00,Charan Sanitwong Road,200000,0.6,1.5,19.35,0.3,1.2,Bang Bamru,Bang Phlat,North Krungthon,580,2006,18,1,1,1,0,1,1,1,0
150,The Tree Rio Bang-Aor,98445.50,Sirindhorn Road,150000,0.3,1.7,16.6,1.2,0.5,Bang Ao,Bang Phlat,North Krungthon,1412,2017,7,0,1,1,0,1,1,0,0
151,Supalai City Resort Rama 8,76899.33,Charan Sanitwong Road,200000,0.7,0.6,18.73,1.7,2.3,Bang Yi Khan,Bang Phlat,North Krungthon,446,2019,5,1,1,1,1,0,0,0,0
152,The Parkland Charan-Pinklao,98624.33,Charan Sanitwong Road,200000,0.1,0.9,20,0.9,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,1784,2019,5,1,1,1,0,0,0,0,0
153,My Resort @ River,95506.00,Ratchawithi Road,225000,0.4,0.8,17.7,0.4,1.4,Bang Ao,Bang Phlat,North Krungthon,123,2012,12,1,1,1,1,0,1,0,0
154,City Home Ratchada-PinKlao,47286.25,Nimit Mai Road,28500,0.6,1.7,16,1.5,0.5,Bang Ao,Bang Phlat,North Krungthon,2018,2010,14,0,1,1,0,0,1,1,0
155,Lumpini Park Pinklao,71478.60,Charan Sanitwong Road,200000,0.52,1.8,19.35,0.3,0.5,Bang Bamru,Bang Phlat,North Krungthon,2707,2011,13,0,1,1,0,1,1,1,0
156,De Lapis Charan 81,78857.00,Sirindhorn Road,150000,0.1,1.1,17.6,0.5,1.2,Bang Ao,Bang Phlat,North Krungthon,635,2019,5,0,1,1,0,1,1,0,0
157,Chateau In Town Rama 8,75836.50,Somdet Phra Pinklao Road,165000,1,0.4,18.73,1.7,2.5,Bang Yi Khan,Bang Phlat,North Krungthon,506,2017,7,0,1,0,0,0,1,0,0
158,Chewathai Pinklao,110345.00,Somdet Phra Pinklao Road,165000,0.8,0.6,18.73,1.2,2.1,Bang Yi Khan,Bang Phlat,North Krungthon,588,2022,2,0,1,1,0,1,1,0,0
159,Thana Tower,55556.00,Charan Sanitwong Road,200000,0.2,3.3,14,2.3,1.1,Bang Yi Khan,Bang Phlat,North Krungthon,170,1993,31,0,0,0,0,1,1,0,0
160,Modern Condo Bangplad-Charan 79,89440.00,Charansanitwong Road,200000,0.1,1.1,17.5,0.6,1.1,Bang Ao,Bang Phlat,North Krungthon,237,2019,5,0,1,1,0,1,1,0,0
161,Supalai City Resort Charan 91,68286.00,Ratchawithi Road,225000,0.2,1.9,16.4,1.2,0.3,Bang Ao,Bang Phlat,North Krungthon,1036,2022,2,0,0,0,1,1,1,0,0
162,Thana Tri Condominium,81308.00,Charan Sanitwong Road,200000,0.3,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,76,2007,17,0,1,1,0,0,1,0,0
163,Urbano Rajavithi,94260.00,Charan Sanitwong Road,200000,0.3,0.7,18.8,0.8,2.4,Bang Phlat,Bang Phlat,North Krungthon,323,2019,5,0,1,1,0,0,0,1,0
164,Thana Astoria Pinklao,99322.00,Charansanitwong Road,200000,0.3,0.9,19.9,1,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,493,2018,6,0,1,1,1,0,0,0,0
165,Rattanakosin View Mansion,89247.00,Somdet Phra Pinklao Road,165000,0.76,0.3,18.73,2,1.7,Bang Yi Khan,Bang Phlat,North Krungthon,121,1992,32,0,1,1,0,1,1,0,0
166,Lumpini Selected Charan 65 – Sirinthon Station,75000.00,Charan Sanitwong Road,200000,0.3,0.8,19.2,1.3,1.9,Bang Bamru,Bang Phlat,North Krungthon,514,2022,2,0,0,1,0,0,0,0,0
167,Lumpini Park Borom Ratchachonni-Sirindhorn,78351.50,Ratchadamri Road,825000,0.8,2.4,19.35,1.1,0.2,Bang Bamru,Bang Phlat,North Krungthon,649,2020,4,0,1,1,0,1,1,0,0
168,Life Pinklao,104044.50,Charan Sanitwong Road,200000,0.1,1,18.73,0.8,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,803,2017,7,1,1,1,0,0,0,0,0
169,Plum Condo Pinklao Station,88077.00,Charan Sanitwong Road,200000,0.6,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,North Krungthon,964,2018,6,0,1,1,1,0,0,0,0
170,State Tower,138608.86,Silom Road,600000,0.4,0.7,22.93,0.2,0.1,Silom,Bang Rak,South Bangkok,166,2001,23,0,1,0,0,1,1,0,0
171,The Ritz-Carlton Residences,454457.70,Narathiwat Ratchanakharin Road,440000,0.1,0.3,22.93,0.9,0.6,Silom,Bang Rak,South Bangkok,209,2016,8,1,1,1,1,0,0,0,0
172,The Diplomat Sathorn,235407.75,Sathon Road,625000,0.1,0.3,22.93,0.7,0.3,Silom,Bang Rak,South Bangkok,192,2016,8,1,1,1,0,1,1,0,0
173,ITF Silom Palace,85294.00,Silom Road,600000,0.2,0.4,22.21,0.8,0.5,Suriya Wong,Bang Rak,South Bangkok,930,1986,38,0,1,0,0,1,1,0,0
174,Metro Park Sathorn,38673.67,Kanlapaphruek Road,65000,0.9,1.1,31.5,2.9,1.9,Bang Wa,Phasi Charoen,South Krungthon,465,2007,17,0,1,1,0,1,1,0,0
175,The Metro Sathorn-Kanlapaphruek,36381.00,Kanlapaphruek Road,65000,0.6,1.3,31.5,2.37,2.2,Bang Wa,Phasi Charoen,South Krungthon,196,2012,12,0,1,1,0,1,1,0,0
176,Supalai Elite Surawong,135610.00,Silom Road,600000,0.8,1.3,21.85,1.3,0.7,Si Phraya,Bang Rak,South Bangkok,277,2019,5,0,1,0,0,0,1,0,0
177,Silom City Resort,108387.00,Sathon Road,625000,0.3,0.4,22.93,0.5,0.3,Silom,Bang Rak,South Bangkok,117,2008,16,0,1,0,0,0,1,0,0
178,M Silom,221208.33,Silom Road,600000,0.5,0.8,22.21,0.8,0.5,Suriya Wong,Bang Rak,South Bangkok,161,2012,12,0,1,1,0,1,1,0,0
179,Saladaeng Residences,234912.00,Thaniya Road,600000,0.5,1,22.93,0.5,0.3,Silom,Bang Rak,South Bangkok,132,2010,14,0,1,1,0,1,1,0,0
180,Baan Siri Silom,171019.33,Silom Road,600000,0.2,0.4,22.93,0.7,0.4,Silom,Bang Rak,South Bangkok,137,2006,18,0,1,0,0,1,1,0,0
181,The Base Phetkasem,95217.33,Kanlapaphruek Road,65000,0.2,0.9,31.5,2.37,1.7,Bang Wa,Phasi Charoen,South Krungthon,211,2020,4,0,1,1,1,0,0,0,0
182,Pipat Place,106667.00,Sathon Road,625000,0.3,0.4,22.93,0.5,0.3,Silom,Bang Rak,South Bangkok,129,2002,22,0,1,0,0,0,1,0,0
183,Collezio Sathorn-Pipat,138636.00,Sathon Road,625000,0.2,0.3,22.93,0.6,0.4,Silom,Bang Rak,South Bangkok,95,2013,11,1,1,1,0,1,1,0,0
184,Klass Silom,158939.50,Patpong Road,600000,0.3,0.5,22.93,0.5,0.3,Silom,Bang Rak,South Bangkok,176,2014,10,1,1,1,0,1,1,0,0
185,Bangkok Horizon Petchkasem,51476.00,Kanlapaphruek Road,65000,0.5,1.5,31.5,2.4,1,Bang Wa,Phasi Charoen,South Krungthon,1598,2013,11,0,1,1,0,1,1,0,0
186,The Room Sathorn,161307.09,Silom Road,600000,0.4,0.6,22.93,0.9,0.4,Silom,Bang Rak,South Bangkok,219,2016,8,0,1,1,0,1,1,0,0
187,The Royal Saladaeng,215962.00,Thaniya Road,600000,0.4,1,22.93,0.4,0.3,Silom,Bang Rak,South Bangkok,77,2006,18,1,0,0,1,1,1,0,0
188,Noble Revo Silom,156953.89,Sathon Road,625000,0.2,0.4,22.93,0.5,0.4,Silom,Bang Rak,South Bangkok,319,2015,9,1,1,1,0,1,1,0,0
189,Dusit Central Park (Residences),414053.00,Rama 4 Road,475000,0.1,1.1,22.93,0.3,0.4,Silom,Bang Rak,South Bangkok,665,2023,1,0,1,1,0,0,0,0,0
190,The Infinity,263357.00,Narathiwat Ratchanakharin Road,440000,0.1,0.2,22.93,0.8,0.6,Silom,Bang Rak,South Bangkok,108,2007,17,0,1,1,0,0,0,1,0
191,The Address Sathorn,188879.67,Silom Road,600000,0.4,0.5,22.93,1.2,0.4,Silom,Bang Rak,South Bangkok,562,2011,13,0,1,1,0,1,1,0,0
192,The Lofts Silom,228642.80,Silom Road,600000,0.5,0.7,22.93,0.9,0.4,Silom,Bang Rak,South Bangkok,268,2020,4,0,1,1,0,0,1,0,0
193,Surawong City Resort,96429.00,Silom Road,600000,0.8,1,21.85,1.2,0.6,Si Phraya,Bang Rak,South Bangkok,116,2011,13,0,1,0,0,0,1,0,0
194,ASHTON Chula-Silom,252296.93,Patpong Road,600000,0.2,0.8,21.85,0.6,0.3,Si Phraya,Bang Rak,South Bangkok,1180,2018,6,1,1,1,0,1,1,0,0
195,Saladaeng One,342378.88,Thaniya Road,600000,0.5,1.3,22.93,0.7,0.7,Silom,Bang Rak,South Bangkok,187,2018,6,1,1,1,0,0,1,0,0
196,Siamese Surawong,150459.33,Patpong Road,600000,0.4,1,21.85,0.8,0.4,Si Phraya,Bang Rak,South Bangkok,206,2015,9,1,1,1,0,0,1,0,0
197,Pearl Garden Condominium,148125.50,Prachathipok Road,143500,0.1,0.3,22.93,0.7,0.5,Silom,Bang Rak,South Bangkok,69,2014,10,0,0,0,0,0,0,0,0
198,Chapter Chula-Samyan,198445.00,Silom Road,600000,0.7,1.2,21.85,1.3,0.8,Si Phraya,Bang Rak,South Bangkok,181,2021,3,0,1,1,0,1,1,0,0
199,IDEO Chula-Samyan,177600.00,Silom Road,600000,0.5,1,21.85,1.1,0.7,Si Phraya,Bang Rak,South Bangkok,774,2023,1,0,1,1,0,1,1,0,0
200,Supalai Premier Si Phraya-Samyan,130228.50,Silom Road,600000,0.9,1.3,21.85,1.4,1,Si Phraya,Bang Rak,South Bangkok,384,2023,1,0,1,1,0,0,1,0,0
201,The Surawong,114286.00,Silom Road,600000,0.4,0.9,21.85,0.7,0.3,Si Phraya,Bang Rak,South Bangkok,52,2011,13,0,0,0,0,0,1,0,0
202,Focus on Saladaeng condominium,143532.00,Thaniya Road,600000,0.3,1,22.93,0.3,0.3,Silom,Bang Rak,South Bangkok,62,2012,12,0,0,1,0,1,1,0,0
203,Supalai Veranda Phasi Charoen Station,75273.50,Kanlapaphruek Road,65000,0.3,2.5,31.5,1.4,0.1,Bang Wa,Phasi Charoen,South Krungthon,499,2021,3,0,1,1,0,0,0,0,0
204,The Legend Saladaeng,200235.80,Thaniya Road,600000,0.4,0.9,22.93,0.4,0.3,Silom,Bang Rak,South Bangkok,75,2005,19,0,1,1,0,1,1,0,0
205,Chapter One Shine Bangpo,96118.60,Pracharat Sai 1 Road,195000,0.6,1,14.7,1.7,0.6,Bang Sue,Bang Sue,North Bangkok,615,2019,5,1,1,1,1,0,0,0,0
206,Chapter One Flow Bangpo,109200.00,Kamphaeng Phet 6 Road,35000,0.7,1,14.7,1.8,0.7,Bang Sue,Bang Sue,North Bangkok,386,2020,4,1,1,1,1,0,0,0,0
207,The Parkland Ratchada-Wongsawang,74924.00,Kamphaeng Phet 6 Road,35000,0.2,1.8,12.8,0.2,1.3,Wong Sawang,Bang Sue,North Bangkok,743,2015,9,1,1,1,0,1,1,0,0
208,U Delight @ Bangson Station‎,79221.67,Kamphaeng Phet 6 Road,35000,0.3,2,13.5,1.1,1.5,Bang Sue,Bang Sue,North Bangkok,527,2015,9,1,1,1,1,0,1,0,0
209,The Line Wongsawang,84717.86,Kamphaeng Phet 6 Road,35000,0.1,1.7,12.9,0.3,1.4,Wong Sawang,Bang Sue,North Bangkok,1287,2018,6,1,1,1,1,0,0,1,0
210,Rich Park @ Bang Son,56333.00,Ratchadaphisek Road,390000,1.87,1.98,12.22,2.39,3.12,Wong Sawang,Bang Sue,North Bangkok,803,2013,11,0,1,0,0,1,1,0,0
211,U Delight @ Bang Sue Station,69143.00,Kamphaeng Phet 6 Road,35000,1.11,1.53,13.68,2.68,2.77,Bang Sue,Bang Sue,North Bangkok,622,2013,11,1,1,0,0,1,1,0,0
212,The Stage Taopoon Interchange,87740.80,Kamphaeng Phet 6 Road,35000,1.42,1.17,14.71,1.88,1.73,Bang Sue,Bang Sue,North Bangkok,773,2017,7,0,1,1,0,0,0,0,0
213,333 Riverside,157188.33,Kamphaeng Phet 6 Road,35000,2.16,0.82,15.04,1.14,1.19,Bang Sue,Bang Sue,North Bangkok,950,2013,11,0,1,1,0,1,1,0,0
214,Rich Park 2 Toapoon,66667.00,Pracharat Sai 2 Road,210000,1.36,1.34,14.06,2.13,2.08,Bang Sue,Bang Sue,North Bangkok,720,2014,10,1,1,1,0,1,1,0,0
215,Rich Park @ Taopoon Interchange,84624.00,Kamphaeng Phet 6 Road,35000,1.16,1.33,14.52,2.15,2,Bang Sue,Bang Sue,North Bangkok,735,2014,10,0,1,1,0,1,1,0,0
216,IDEO Mobi Grand Interchange Bangsue,119259.00,Kamphaeng Phet 6 Road,35000,0.77,1.64,14.22,2.57,2.43,Bang Sue,Bang Sue,North Bangkok,661,2018,6,0,1,1,1,0,0,0,0
217,Supalai Veranda Ratchavipha-Prachachuen,67781.00,Kamphaeng Phet 6 Road,35000,1.73,1.78,12.95,3.07,3.36,Bang Sue,Bang Sue,North Bangkok,1705,2017,7,1,1,1,1,1,1,1,0
218,Metro Sky Prachachuen,87998.80,Kamphaeng Phet 6 Road,35000,2.14,2.02,12.55,1.58,3.71,Wong Sawang,Bang Sue,North Bangkok,1319,2017,7,1,1,1,1,0,0,0,0
219,IDEO Mobi Wongsawang Interchange,98351.50,Kamphaeng Phet 6 Road,35000,1.92,1.36,13.18,2.67,3.06,Bang Sue,Bang Sue,North Bangkok,559,2016,8,1,1,1,0,0,0,0,0
220,U Delight 3 Prachachuen-Bangsue,71765.50,Kamphaeng Phet 6 Road,35000,2.45,2.19,12.29,3.4,3.95,Wong Sawang,Bang Sue,North Bangkok,745,2013,11,1,1,1,0,0,1,0,0
221,Regent Home Bangson 27,51001.00,Kamphaeng Phet 6 Road,35000,2.1,1.2,13.26,2.5,2.96,Bang Sue,Bang Sue,North Bangkok,4000,2017,7,1,1,1,0,1,1,1,0
222,Lumpini Ville Prachachuen-Phongphet 2,57883.60,Prachachuen Road,180000,2.98,1.97,10.19,4.98,3.66,Wong Sawang,Bang Sue,North Bangkok,1395,2012,12,0,1,1,1,1,1,1,0
223,U Delight 2 @ Bang Sue Station,68965.00,Kamphaeng Phet 6 Road,35000,1.79,1.82,12.88,3.11,3.42,Bang Sue,Bang Sue,North Bangkok,645,2012,12,0,1,1,0,1,1,0,0
224,Modiz Collection BangPho,132080.50,Kamphaeng Phet 6 Road,35000,1.95,0.94,15.01,1.35,1.27,Bang Sue,Bang Sue,North Bangkok,235,2022,2,0,1,1,0,0,1,0,0
225,The Tree Bang Po Station,71154.50,Pracharat Sai 1 Road,195000,1.36,1.34,14.06,2.13,2.08,Bang Sue,Bang Sue,North Bangkok,709,2013,11,1,1,1,0,1,1,0,0
226,Niche Pride Taopoon-Interchange,126377.67,Pracharat Sai 2 Road,210000,1.36,1.34,14.06,2.13,2.08,Bang Sue,Bang Sue,North Bangkok,742,2020,4,1,1,1,1,0,0,0,0
227,The Tree Interchange,77090.78,Kamphaeng Phet 6 Road,35000,1.54,1.12,14.79,1.76,1.61,Bang Sue,Bang Sue,North Bangkok,1724,2014,10,1,1,1,0,1,1,0,0
228,Centric Scene Ratchavipha,70366.25,Kamphaeng Phet 6 Road,35000,2.92,2.24,12.14,3,4.09,Wong Sawang,Bang Sue,North Bangkok,669,2009,15,0,1,1,0,0,1,0,0
229,The Privacy Taopoon Interchange,105357.00,Kamphaeng Phet 6 Road,35000,1.2,1.37,13.77,2.53,2.63,Bang Sue,Bang Sue,North Bangkok,486,2021,3,0,1,1,1,0,0,0,0
230,Aspire Ratchada-Wongsawang,71197.40,Kamphaeng Phet 6 Road,35000,2.29,1.91,12.65,3.29,3.76,Wong Sawang,Bang Sue,North Bangkok,1232,2016,8,1,1,1,0,1,1,0,0
231,Lumpini Ville Ratchaphruek-Bangwaek,45217.00,Bang Waek Road,53000,3.78,3.32,26.46,3.1,4.47,Bang Waek,Phasi Charoen,South Krungthon,1085,2017,7,1,1,1,0,0,0,0,0
232,Lumpini Place Rama 8,57364.50,Charan Sanitwong Road,200000,4.73,1.95,19.75,0.98,3.54,Bang Yi Khan,Bang Phlat,North Krungthon,1121,2009,15,0,1,1,0,0,1,1,0
233,Brix Charansanitwong 64,90909.00,Charan Sanitwong Road,200000,0.1,2.75,20,0.16,3.82,Bang Yi Khan,Bang Phlat,North Krungthon,560,2018,6,0,1,1,1,0,0,1,0
234,Present Condo Wutthakat-Ekachai,56304.00,Kanlapaphruek Road,65000,3.35,2.5,30.01,1.01,1.97,Bang Khun Thian,Chom Thong,North Krungthon,392,2017,7,1,1,0,0,1,1,0,0
235,IDEO Wutthakat,89763.33,Wutthakat Road,80000,0.27,0.71,26.57,4.21,4.39,Bang Kho,Chom Thong,North Krungthon,979,2016,8,1,1,1,1,0,1,0,0
236,The Park Chidlom,280444.86,Phloen Chit Road,500000,0.43,1.69,19.46,3.21,1.14,Lumphini,Pathum Wan,South Bangkok,219,2010,14,1,1,1,0,1,1,0,0
237,ASHTON Silom,240458.17,Silom Road,600000,2.63,3.68,22.36,2.16,3.58,Suriya Wong,Bang Rak,South Bangkok,428,2018,6,0,1,1,1,0,0,0,0
238,Noble Revolve Ratchada,159339.67,Ratchadaphisek Ram Inthra Road,60000,3.59,2.97,16.95,3.72,3.34,Huai Khwang,Huai Khwang,Central Bangkok,802,2017,7,1,1,1,0,0,1,0,0
239,Life Asoke-Rama 9,148912.43,Ratchadaphisek Ram Inthra Road,60000,2.54,1.83,18.06,2.78,2.63,Makkasan,Ratchathewi,Central Bangkok,2248,2020,4,1,1,1,0,0,1,0,0
240,CU Terrace,112963.00,Rama 1 Road,700000,1.95,3.54,20.97,1.68,2.3,Pathum Wan,Pathum Wan,South Bangkok,510,2013,11,1,1,1,0,1,1,0,0
241,Penthouse Condominium 2,148511.00,Ekkamai Road,255000,1.07,3.73,17.89,2.25,2.9,Phra Khanong Nuea,Watthana,South Bangkok,6,2019,5,0,1,1,0,1,1,0,0
242,The Monument Sanampao,271327.00,Rangnam Road,250000,2.8,3.82,17.4,3.22,1.45,Phaya Thai,Phaya Thai,Central Bangkok,86,2015,9,1,0,0,0,0,0,0,0
243,The Bangkok Sab Condominium,116092.67,Patpong Road,600000,2.23,3.45,21.85,1.79,3.08,Si Phraya,Bang Rak,South Bangkok,155,2005,19,0,0,0,0,0,1,0,0
244,Green Point Silom,96374.33,Patpong Road,600000,2.31,3.36,22.06,1.84,3.29,Suriya Wong,Bang Rak,South Bangkok,156,2013,11,0,0,0,0,0,0,0,0
245,Vibhavadee Suite,42063.00,Kamphaeng Phet 6 Road,35000,1.75,3.91,12.23,2.36,2.98,Chatuchak,Chatuchak,North Bangkok,150,1992,32,1,1,0,0,1,1,1,0
246,Whizdom The Exclusive,84615.00,Udom Suk Road (Sukhumvit 103),185000,4.9,3.38,15.5,2.02,3.38,Phra Khanong Tai,Phra Khanong,South Bangkok,79,2012,12,1,1,1,1,0,1,0,0
247,Chateau In Town Ratchada 20,74419.00,Ratchadaphisek Road,390000,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,Central Bangkok,79,2012,12,0,0,1,0,1,1,0,0
248,Baan Bang Khun Non Rimnam,23064.00,Bang Khun Non Road,90000,1.55,4.35,21.65,2.07,2.91,Bang Khun Non,Bangkok Noi,North Krungthon,402,1996,28,0,1,0,0,1,1,0,0
249,Bangkok Noi Waterside,31864.00,Phran Nok Road,150000,4.62,3.48,22.93,2.79,1.16,Bang Khun Non,Bangkok Noi,North Krungthon,319,2004,20,0,1,0,0,0,1,0,0
250,The Trust Residence Pinklao,56055.60,Sirindhorn Road,150000,1.9,4.58,20.45,1.89,3.78,Arun Amarin,Bangkok Noi,North Krungthon,1408,2012,12,0,1,1,0,0,1,0,0
251,Supalai Park Yaek Fai Chai Station,89231.00,Phran Nok Road,150000,4.41,3.38,23.02,2.91,1.01,Ban Chang Lo,Bangkok Noi,North Krungthon,726,2022,2,0,1,1,0,0,0,0,0
252,Supalai Loft Yaek Fai Chai Station,70213.00,Phran Nok Road,150000,4.51,3.79,23.22,3.07,1.44,Bang Khun Si,Bangkok Noi,North Krungthon,366,2019,5,1,1,1,0,0,0,0,0
253,Dbura Prannok,85413.33,Wang Lang Road,150000,4.77,2.57,22.19,2.19,0.52,Ban Chang Lo,Bangkok Noi,North Krungthon,416,2014,10,0,1,1,0,0,1,0,0
254,IDEO Mobi Charan Interchange,99903.00,Phran Nok Road,150000,0.17,3.23,22.13,1.97,1.37,Bang Khun Si,Bangkok Noi,North Krungthon,1196,2015,9,1,0,1,1,0,0,0,0
255,Pracha Ruamjai Condo Town,39991.00,Charansanitwong Road,200000,0.52,0.91,19.79,0.68,1.61,Khlong Toei Nuea,Watthana,South Bangkok,309,1997,27,1,1,0,0,0,1,1,0
256,Dcondo Charan-Bang Khun Non,51333.00,Bang Khun Non Road,90000,0.89,3.7,21.63,1.66,2.25,Bang Khun Non,Bangkok Noi,North Krungthon,445,2012,12,0,1,0,0,1,1,0,0
257,Ratanakosin Island,53017.50,Arun Amarin Road,150000,4.7,0.89,21.39,3.32,4.32,Wat Ratchabophit,Phra Nakhon,Central Bangkok,588,1999,25,0,1,1,0,1,1,0,0
258,The Privacy Thaphra Interchange,107826.00,Itsaraphap Road,120000,2.09,4.24,24.73,2.96,2.46,Wat Tha Phra,Bangkok Yai,North Krungthon,795,2020,4,1,1,1,0,0,0,0,0
259,IDEO Thaphra Interchange,96385.33,Itsaraphap Road,120000,1.91,4.23,24.78,3.08,2.66,Wat Tha Phra,Bangkok Yai,North Krungthon,844,2018,6,1,1,1,1,0,1,0,0
260,Supalai Lite Thaphra-Wongwian Yai,78214.00,Itsaraphap Road,120000,2.06,4.02,24.59,3.02,2.71,Wat Tha Phra,Bangkok Yai,North Krungthon,421,2022,2,0,1,1,0,0,0,0,0
261,Unio Charan 3,53423.50,Itsaraphap Road,120000,2.17,4.65,25.01,3.23,2.62,Wat Tha Phra,Bangkok Yai,North Krungthon,1932,2016,8,1,1,1,0,0,0,0,0
262,The Parkland Phetkasem-Thapra,78549.00,Phet Kasem Road,160000,0.4,1.1,24.73,1.7,1.5,Wat Tha Phra,Bangkok Yai,North Krungthon,814,2016,8,0,1,1,1,0,1,1,0
263,City Home Tha-Phra Intersection,54929.00,Itsaraphap Road,120000,1.79,4.4,24.93,3.21,2.76,Wat Tha Phra,Bangkok Yai,North Krungthon,610,2009,15,0,1,1,0,0,1,1,0
264,Niche Mono Itsaraphap,110769.00,Itsaraphap Road,120000,3.36,2.77,23.31,1.7,1.51,Wat Arun,Bangkok Yai,North Krungthon,259,2022,2,0,1,1,0,1,1,0,0
265,Chewathai Hallmark Charan 13,85736.00,Phran Nok Road,150000,3.07,4.2,24.32,2.64,1.94,Wat Tha Phra,Bangkok Yai,North Krungthon,184,2020,4,0,1,1,1,1,1,0,0
266,Lumpini Ville Ratburana-Riverview,63300.00,Rama 3 Road,240000,4.07,2.64,26.19,3.55,1.88,Bang Pakok,Rat Burana,South Krungthon,1028,2010,14,0,1,1,1,0,0,0,0
267,The Kith Plus Nawamin,42065.33,Ram Inthra Road,135625,1,2.6,10.13,0.76,2.68,Nuanchan,Bueng Kum,Eastern Bangkok,406,2013,11,0,1,1,0,1,1,0,0
268,iCondo Sukhapiban 2,42842.67,Ramkhamhaeng Road,124000,4.45,2.45,13.28,4.33,3.94,Khlong Kum,Bueng Kum,Eastern Bangkok,658,2013,11,1,1,1,0,1,1,0,0
269,Unio Ramkhamhaeng-Serithai,55542.57,Ramkhamhaeng Road,124000,4.71,2.13,13.48,3.25,2.85,Khlong Kum,Bueng Kum,Eastern Bangkok,703,2017,7,0,1,1,0,1,1,0,0
270,Nawa Living,53329.00,Watcharaphon Road,65000,3.9,13.2,19.9,13.1,3.5,Nawamin,Bueng Kum,Eastern Bangkok,378,2017,7,1,1,1,1,0,1,0,0
271,Lumpini Park Nawamin-Sriburapha,61605.25,Ramkhamhaeng Road,124000,4.27,1.89,14.16,2.61,1.79,Khlong Kum,Bueng Kum,Eastern Bangkok,1831,2015,9,0,1,1,1,0,0,0,0
272,The Cube Loft Nuanchan,90023.00,Prasert Manukit Road,75000,2.6,1.63,9.65,2,1.62,Nuanchan,Bueng Kum,Eastern Bangkok,208,2020,4,0,1,1,0,1,1,0,0
273,PARC EXO Kaset-Nawamintra,64920.00,Ram Inthra Road,135625,4.6,3.18,11.69,1.86,3.09,Ram Inthra,Khan Na Yao,Eastern Bangkok,1296,2013,11,0,1,1,0,1,1,1,0
